an_iter,KL_loss,attr_loss,recn_loss,net_loss
0,8.686188,0.0,-1675.1663,-1683.8523
100,1.1617898,0.0,-211.10217,-212.26398
200,0.60499406,0.0,-186.58693,-187.1919
300,0.32494038,0.0,-167.00093,-167.3259
400,0.23894379,0.0,-149.88266,-150.12161
500,0.18203497,0.0,-129.84076,-130.0228
600,0.11862876,0.0,-129.29724,-129.41586
700,0.085180864,0.0,-121.45319,-121.53836
800,0.06030442,0.0,-106.50157,-106.5619
900,0.0496036,0.0,-106.70872,-106.75832
1000,0.043149434,0.0,-99.91419,-99.95735
1100,0.043065105,0.0,-96.00548,-96.048546
1200,0.035966586,0.0,-90.82353,-90.859505
1300,0.02908737,0.0,-90.392235,-90.421326
1400,0.025638105,0.0,-88.39313,-88.41876
1500,0.024490137,0.0,-84.302025,-84.326515
1600,0.02157444,0.0,-85.370544,-85.39213
1700,0.019548668,0.0,-82.29226,-82.311806
1800,0.018374573,0.0,-84.12103,-84.13943
1900,0.015912395,0.0,-85.78567,-85.80156
2000,0.014582961,0.0,-79.86413,-79.87871
2100,0.014036001,0.0,-80.93752,-80.95156
2200,0.012440796,0.0,-82.672165,-82.68461
2300,0.011490202,0.0,-79.87548,-79.88697
2400,0.011140925,0.0,-80.695694,-80.70683
2500,0.010149493,0.0,-81.24394,-81.25409
2600,0.009335768,0.0,-76.770485,-76.779816
2700,0.008925081,0.0,-79.27137,-79.28029
2800,0.008399992,0.0,-77.21865,-77.22705
2900,0.0071161403,0.0,-77.757904,-77.76502
3000,0.0073174597,0.0,-76.13027,-76.137596
3100,0.0065227305,0.0,-74.01338,-74.0199
3200,0.0063217673,0.0,-77.53006,-77.53639
