an_iter,KL_loss,attr_loss,recn_loss,net_loss
0,4.423422,0.0,-994.6775,-999.10077
100,0.8780618,0.0,-212.0882,-212.9663
200,0.6440193,0.0,-189.33153,-189.97557
300,0.33633846,0.0,-165.9335,-166.26982
400,0.22209787,0.0,-155.8437,-156.06583
500,0.1519359,0.0,-142.23218,-142.38411
600,0.10027837,0.0,-129.24379,-129.34406
700,0.0804385,0.0,-123.43634,-123.51677
800,0.06510894,0.0,-125.34093,-125.406044
900,0.045815144,0.0,-113.943474,-113.98929
1000,0.038330026,0.0,-111.03954,-111.07788
1100,0.0347087,0.0,-112.45176,-112.48646
1200,0.02966306,0.0,-109.933624,-109.9633
1300,0.025774248,0.0,-107.80665,-107.83242
1400,0.026236534,0.0,-102.28492,-102.31115
1500,0.021586327,0.0,-111.0942,-111.1158
1600,0.020242391,0.0,-106.07111,-106.09137
1700,0.018567821,0.0,-103.19835,-103.21693
1800,0.015469236,0.0,-100.41117,-100.42663
1900,0.013733401,0.0,-99.70191,-99.71564
2000,0.013605012,0.0,-98.54498,-98.558586
2100,0.011696793,0.0,-101.28669,-101.29838
2200,0.011558406,0.0,-99.26171,-99.27327
2300,0.009484773,0.0,-98.38198,-98.39146
2400,0.008822527,0.0,-97.67752,-97.68635
2500,0.008521696,0.0,-97.69413,-97.70266
2600,0.008271438,0.0,-97.92809,-97.936356
2700,0.007833561,0.0,-100.67972,-100.68757
2800,0.007396004,0.0,-95.96846,-95.97587
2900,0.0062780394,0.0,-96.750656,-96.756935
3000,0.0057808016,0.0,-91.724686,-91.73046
3100,0.005613036,0.0,-96.048996,-96.05461
3200,0.0053869663,0.0,-95.89269,-95.89808
3300,0.0046402933,0.0,-92.97127,-92.9759
3400,0.004237026,0.0,-96.05615,-96.060394
3500,0.004904899,0.0,-97.11353,-97.11844
3600,0.004327453,0.0,-94.49181,-94.496155
3700,0.003550997,0.0,-90.766846,-90.77039
3800,0.003680558,0.0,-92.341385,-92.34506
3900,0.0039465753,0.0,-91.45637,-91.460304
4000,0.0032474413,0.0,-92.765976,-92.76922
4100,0.003789838,0.0,-88.59719,-88.600975
4200,0.0032299354,0.0,-88.558205,-88.56143
4300,0.0028965834,0.0,-90.676994,-90.67989
4400,0.0025684834,0.0,-88.308,-88.31058
4500,0.0029592323,0.0,-96.38038,-96.38336
4600,0.0028157253,0.0,-95.521904,-95.52473
4700,0.0029097775,0.0,-91.55518,-91.558105
4800,0.0032452615,0.0,-92.07251,-92.075775
4900,0.0021731255,0.0,-97.352684,-97.35485
5000,0.0028545354,0.0,-92.842415,-92.845276
5100,0.0027943018,0.0,-91.281296,-91.2841
5200,0.0023419939,0.0,-90.73541,-90.73775
5300,0.0029888067,0.0,-91.248634,-91.25162
5400,0.0028101248,0.0,-88.82043,-88.823235
5500,0.0030608175,0.0,-89.825485,-89.82854
5600,0.0023292855,0.0,-90.9475,-90.94984
5700,0.0024923172,0.0,-91.585846,-91.58834
5800,0.0026003725,0.0,-88.55508,-88.55771
5900,0.002569353,0.0,-91.79892,-91.80147
6000,0.0018628549,0.0,-87.890564,-87.89243
6100,0.0025532383,0.0,-89.85771,-89.86026
6200,0.0032172233,0.0,-92.20455,-92.207756
6300,0.0018957156,0.0,-90.462555,-90.464455
6400,0.0021803156,0.0,-92.87387,-92.876045
6500,0.00325109,0.0,-91.73566,-91.73891
6600,0.002531253,0.0,-87.10877,-87.1113
6700,0.002377704,0.0,-88.49508,-88.49747
6800,0.0022078943,0.0,-92.25453,-92.25672
6900,0.002027684,0.0,-87.29523,-87.29727
7000,0.0023101114,0.0,-88.21112,-88.21345
7100,0.0026218987,0.0,-86.14624,-86.14886
7200,0.0038612366,0.0,-87.63505,-87.638916
7300,0.0027142665,0.0,-92.99839,-93.00111
7400,0.0020089417,0.0,-88.120544,-88.12255
7500,0.0023076716,0.0,-87.16402,-87.16632
7600,0.0014572316,0.0,-92.54478,-92.54625
7700,0.0027730241,0.0,-87.35633,-87.3591
7800,0.0015959725,0.0,-86.60323,-86.604836
7900,0.0018121758,0.0,-90.87155,-90.87336
8000,0.001771616,0.0,-87.838486,-87.840256
8100,0.004054503,0.0,-87.13792,-87.14196
8200,0.001433492,0.0,-86.02805,-86.02948
8300,0.0016207945,0.0,-87.476875,-87.47849
8400,0.0043870653,0.0,-85.51231,-85.51668
8500,0.0024275836,0.0,-90.60135,-90.60377
8600,0.0029845708,0.0,-89.85152,-89.8545
8700,0.0024844497,0.0,-87.955765,-87.95822
8800,0.0017024988,0.0,-86.36143,-86.363144
8900,0.0032141146,0.0,-89.17219,-89.1754
9000,0.0016042754,0.0,-88.335945,-88.33754
9100,0.0017230967,0.0,-86.438835,-86.44054
9200,0.0025781447,0.0,-87.687645,-87.690254
9300,0.0022027332,0.0,-85.884544,-85.88674
9400,0.0021094498,0.0,-85.69856,-85.70071
9500,0.0013359642,0.0,-85.01741,-85.01875
9600,0.002498495,0.0,-88.52092,-88.523415
9700,0.0018728962,0.0,-90.97636,-90.9782
9800,0.0015926791,0.0,-85.57025,-85.571846
9900,0.0025777966,0.0,-85.76848,-85.77104
10000,0.002845944,0.0,-88.802315,-88.80515
10100,0.0011568719,0.0,-88.787674,-88.78884
10200,0.0017598558,0.0,-88.482414,-88.48416
10300,0.0021208758,0.0,-88.05253,-88.05465
10400,0.0020388681,0.0,-88.06233,-88.06438
10500,0.0015848869,0.0,-85.46213,-85.4637
10600,0.001690543,0.0,-88.65769,-88.659386
10700,0.0017142388,0.0,-86.89336,-86.895065
10800,0.0017650193,0.0,-89.34371,-89.34548
10900,0.0019073907,0.0,-85.72012,-85.72203
11000,0.0021865212,0.0,-85.82522,-85.827415
11100,0.0021037192,0.0,-86.55312,-86.55522
11200,0.002127015,0.0,-88.38333,-88.38546
11300,0.001485205,0.0,-90.513145,-90.51462
11400,0.0028994244,0.0,-90.155266,-90.15817
11500,0.0023752449,0.0,-89.467575,-89.46995
11600,0.0017853614,0.0,-82.596405,-82.59819
11700,0.0020566531,0.0,-86.22432,-86.22638
11800,0.0014341238,0.0,-85.44698,-85.44842
11900,0.0021467102,0.0,-85.122536,-85.12468
12000,0.002635508,0.0,-88.400696,-88.40334
12100,0.0016056162,0.0,-87.545555,-87.54718
12200,0.002007774,0.0,-89.89829,-89.9003
12300,0.00144225,0.0,-87.40137,-87.402794
12400,0.0020665275,0.0,-86.83218,-86.834236
12500,0.0020146947,0.0,-89.40049,-89.40252
12600,0.0022846193,0.0,-82.0585,-82.06078
12700,0.0017479882,0.0,-84.71386,-84.71561
12800,0.0022783724,0.0,-90.851135,-90.85342
12900,0.0025875135,0.0,-86.92279,-86.92536
13000,0.0016415432,0.0,-87.059525,-87.061165
13100,0.0014192554,0.0,-87.19372,-87.19514
13200,0.0010357543,0.0,-84.370636,-84.37167
13300,0.0026389137,0.0,-92.731926,-92.73456
13400,0.0029132352,0.0,-86.07045,-86.07336
13500,0.0014298591,0.0,-88.598564,-88.600006
13600,0.0014687475,0.0,-85.79722,-85.79868
13700,0.0016913735,0.0,-85.54457,-85.54626
13800,0.003520242,0.0,-83.38328,-83.386795
13900,0.0021621578,0.0,-87.54748,-87.54965
14000,0.0014350575,0.0,-85.348045,-85.34947
14100,0.0015087808,0.0,-88.58129,-88.5828
14200,0.0018094868,0.0,-90.98008,-90.98187
14300,0.0019240666,0.0,-90.04958,-90.05151
14400,0.0015849427,0.0,-88.79648,-88.798065
14500,0.002559057,0.0,-83.752625,-83.755196
14600,0.0035658919,0.0,-83.09415,-83.097725
14700,0.0024628683,0.0,-85.50784,-85.5103
14800,0.0020468936,0.0,-87.19407,-87.196106
14900,0.000933544,0.0,-84.449745,-84.45066
15000,0.0016771537,0.0,-86.81252,-86.8142
15100,0.0020514042,0.0,-89.19867,-89.200745
15200,0.003210015,0.0,-83.724846,-83.72805
15300,0.0033156213,0.0,-87.311966,-87.315285
15400,0.0022932517,0.0,-89.4697,-89.472
15500,0.0015849731,0.0,-83.17037,-83.17195
15600,0.0027863577,0.0,-85.3463,-85.34908
15700,0.0014329073,0.0,-84.86795,-84.86936
15800,0.0018084779,0.0,-84.81504,-84.81686
15900,0.002771389,0.0,-85.02132,-85.0241
16000,0.002427961,0.0,-85.83514,-85.837555
16100,0.0014083761,0.0,-88.50523,-88.50665
16200,0.0019046399,0.0,-84.474945,-84.47683
16300,0.003507094,0.0,-83.53387,-83.537384
16400,0.0019105858,0.0,-87.380035,-87.38195
16500,0.001619609,0.0,-87.9904,-87.99202
16600,0.0017790723,0.0,-87.29683,-87.298615
16700,0.00254197,0.0,-85.63961,-85.642136
16800,0.0013087848,0.0,-88.59243,-88.59374
16900,0.0024245146,0.0,-90.04028,-90.04272
17000,0.002511892,0.0,-85.15528,-85.15778
17100,0.0020292415,0.0,-86.37384,-86.37586
17200,0.001817981,0.0,-88.88048,-88.8823
17300,0.0028248646,0.0,-86.372215,-86.375046
17400,0.002214557,0.0,-84.75471,-84.75691
17500,0.0030009935,0.0,-86.7041,-86.7071
17600,0.0015613836,0.0,-83.06035,-83.06191
17700,0.0022429046,0.0,-85.2512,-85.25344
17800,0.0010349437,0.0,-85.68833,-85.68938
17900,0.0020154878,0.0,-84.734695,-84.73672
18000,0.0018873102,0.0,-84.694405,-84.6963
18100,0.0024284942,0.0,-87.15416,-87.15659
18200,0.0013345644,0.0,-87.42543,-87.42675
18300,0.0015506303,0.0,-84.39458,-84.39613
18400,0.0019497061,0.0,-83.82241,-83.824356
18500,0.0038854387,0.0,-87.4218,-87.425674
18600,0.0015393719,0.0,-86.454414,-86.45595
18700,0.0018802646,0.0,-88.121895,-88.12378
18800,0.00240344,0.0,-86.089806,-86.09222
18900,0.001961594,0.0,-88.95997,-88.96192
19000,0.0012783286,0.0,-90.301895,-90.30318
19100,0.002136966,0.0,-87.0264,-87.028534
19200,0.001232971,0.0,-84.84737,-84.848595
19300,0.0021381006,0.0,-84.71481,-84.71694
19400,0.0030879313,0.0,-87.75837,-87.76147
19500,0.002590484,0.0,-84.551025,-84.55362
19600,0.0016090614,0.0,-86.68402,-86.68562
19700,0.0014086148,0.0,-87.54262,-87.544014
19800,0.0031468659,0.0,-88.03443,-88.03757
19900,0.0019884915,0.0,-83.848946,-83.85094
20000,0.0019111387,0.0,-88.1741,-88.175995
20100,0.002027095,0.0,-86.35966,-86.36169
20200,0.0020390246,0.0,-83.72307,-83.725105
20300,0.0026198602,0.0,-85.535,-85.53763
20400,0.0013672104,0.0,-84.30688,-84.30825
20500,0.001392456,0.0,-89.78788,-89.78926
20600,0.0026772313,0.0,-83.82307,-83.825745
20700,0.0020021459,0.0,-83.78931,-83.79132
20800,0.0016591498,0.0,-85.48292,-85.48459
20900,0.0021044875,0.0,-87.16242,-87.16452
21000,0.0017746249,0.0,-88.43526,-88.43701
21100,0.0018277145,0.0,-90.6792,-90.68102
21200,0.002058916,0.0,-83.08183,-83.083885
21300,0.0026963279,0.0,-88.518875,-88.52158
21400,0.0021992929,0.0,-85.31008,-85.31229
21500,0.0018853733,0.0,-84.70336,-84.70528
21600,0.0019757962,0.0,-86.092834,-86.094795
21700,0.0023892866,0.0,-86.68007,-86.682465
21800,0.0016376888,0.0,-86.58874,-86.59038
21900,0.0014812339,0.0,-86.28351,-86.28499
22000,0.0031248175,0.0,-84.5792,-84.58232
22100,0.0016641504,0.0,-86.40317,-86.40483
22200,0.0017857179,0.0,-86.22213,-86.22391
22300,0.0024934986,0.0,-87.46349,-87.46599
22400,0.0013344622,0.0,-86.98901,-86.99035
22500,0.0012387622,0.0,-82.674706,-82.67595
22600,0.0021452918,0.0,-84.293976,-84.29612
22700,0.0012669254,0.0,-84.77723,-84.778496
22800,0.0013979995,0.0,-86.09632,-86.09772
22900,0.0032281526,0.0,-83.36411,-83.36733
23000,0.002513706,0.0,-84.57413,-84.57665
23100,0.0023921933,0.0,-82.37749,-82.37988
23200,0.0009190208,0.0,-85.76657,-85.7675
23300,0.0016030144,0.0,-82.95583,-82.95743
23400,0.0017531571,0.0,-87.703026,-87.70477
23500,0.0021078247,0.0,-85.25879,-85.260895
23600,0.0022433335,0.0,-85.526276,-85.52854
23700,0.0013026246,0.0,-82.191444,-82.19274
23800,0.0027442067,0.0,-82.60733,-82.61007
23900,0.0018443498,0.0,-84.764885,-84.76673
24000,0.002383302,0.0,-85.722015,-85.724396
24100,0.0016532328,0.0,-85.874626,-85.8763
24200,0.0039118896,0.0,-87.07919,-87.0831
24300,0.0015424371,0.0,-89.94036,-89.94189
